34,0,1,1,0.640000
34,0,1,2,0.520000
34,0,1,3,0.280000
34,0,1,4,-0.280000
34,0,1,5,-0.600000
34,0,1,6,0.040000
34,0,2,2,1.200000
34,0,2,3,0.800000
34,0,2,4,-0.720000
34,0,2,5,-1.680000
34,0,2,6,-1.320000
34,0,3,2,-0.400000
34,0,3,3,0.520000
34,0,3,4,-0.200000
34,0,3,5,0.120000
34,0,3,6,-0.200000
34,0,4,2,-0.560000
34,0,4,3,0.720000
34,0,4,4,-0.080000
34,0,4,5,-0.440000
34,0,4,6,-1.000000
34,0,5,2,0.520000
34,0,5,3,-0.160000
34,0,5,4,0.840000
34,0,5,5,-0.040000
34,0,5,6,-0.720000
34,0,6,2,-1.240000
34,0,6,3,-1.960000
34,0,6,4,-0.160000
34,0,6,5,1.160000
34,0,6,6,1.320000
34,0,7,1,2.600000
34,0,7,2,0.040000
34,0,7,3,-1.960000
34,0,7,4,-1.960000
34,0,7,5,-0.680000
34,0,7,6,1.920000
34,0,8,2,-0.280000
34,0,8,3,0.000000
34,0,8,4,0.400000
34,0,8,6,0.320000
34,0,9,2,0.680000
34,0,9,3,-1.200000
34,0,9,4,-1.040000
34,0,10,2,-0.440000
34,0,10,3,0.480000
34,0,10,4,1.600000
34,0,11,2,0.920000
34,0,11,3,-0.560000
34,0,11,4,-1.960000
34,0,12,2,-0.160000
34,0,12,3,1.680000
34,0,12,4,0.000000
34,0,13,2,0.640000
34,0,13,3,1.080000
34,0,13,4,1.560000
34,0,14,2,1.880000
34,0,14,3,0.640000
34,0,14,4,-0.680000
34,0,14,5,-1.560000
34,0,15,2,-0.200000
34,0,15,3,-0.960000
34,0,15,4,-0.080000
34,0,15,5,0.320000
34,0,15,6,0.400000
34,0,16,1,0.440000
34,0,16,2,-0.120000
34,0,16,3,-0.320000
34,0,16,4,-0.320000
34,0,16,6,-0.200000
34,0,17,2,0.520000
34,0,17,3,-0.920000
34,0,17,4,0.040000
34,0,18,2,-1.720000
34,0,18,3,-1.560000
34,0,18,4,-0.280000
34,0,19,2,-0.080000
34,0,19,3,1.040000
34,0,19,4,0.240000
34,0,20,2,0.720000
34,0,20,3,-0.240000
34,0,20,4,-0.640000
34,0,21,2,-1.320000
34,0,21,3,-0.200000
34,0,21,4,1.400000
