67,0,1,1,0.840000
67,0,1,2,1.480000
67,0,1,3,-1.200000
67,0,1,4,-0.520000
67,0,1,5,0.360000
67,0,1,6,1.200000
67,0,2,2,0.520000
67,0,2,3,-1.960000
67,0,2,4,-0.760000
67,0,2,5,0.800000
67,0,2,6,1.120000
67,0,3,2,-1.160000
67,0,3,3,-0.040000
67,0,3,4,0.400000
67,0,3,5,0.600000
67,0,3,6,0.160000
67,0,4,2,0.400000
67,0,4,3,0.600000
67,0,4,4,0.400000
67,0,4,5,-0.040000
67,0,4,6,-0.080000
67,0,5,2,-0.680000
67,0,5,3,-1.000000
67,0,5,4,0.560000
67,0,5,5,0.280000
67,0,5,6,0.600000
67,0,6,2,-0.040000
67,0,6,3,-1.920000
67,0,6,4,-0.880000
67,0,6,5,0.760000
67,0,6,6,1.680000
67,0,7,1,-0.240000
67,0,7,2,0.480000
67,0,7,3,1.280000
67,0,7,4,1.120000
67,0,7,5,-1.080000
67,0,7,6,-1.320000
67,0,8,2,-0.560000
67,0,8,3,-0.760000
67,0,8,4,-1.960000
67,0,8,6,2.720000
67,0,9,2,0.120000
67,0,9,3,0.560000
67,0,9,4,1.040000
67,0,10,2,1.120000
67,0,10,3,1.720000
67,0,10,4,0.040000
67,0,11,2,1.040000
67,0,11,3,-1.120000
67,0,11,4,1.200000
67,0,12,2,0.120000
67,0,12,3,-0.760000
67,0,12,4,-1.960000
67,0,13,2,-0.440000
67,0,13,3,-0.400000
67,0,13,4,0.240000
67,0,14,2,-0.440000
67,0,14,3,0.440000
67,0,14,4,1.960000
67,0,14,5,0.560000
67,0,15,2,1.040000
67,0,15,3,0.240000
67,0,15,4,-1.120000
67,0,15,5,-0.680000
67,0,15,6,0.440000
67,0,16,1,-0.760000
67,0,16,2,0.280000
67,0,16,3,0.880000
67,0,16,4,-0.520000
67,0,16,6,-1.360000
67,0,17,2,-1.560000
67,0,17,3,1.320000
67,0,17,4,1.800000
67,0,18,2,-0.360000
67,0,18,3,-1.960000
67,0,18,4,-0.480000
67,0,19,2,0.360000
67,0,19,3,-0.720000
67,0,19,4,-0.600000
67,0,20,2,-1.920000
67,0,20,3,-1.000000
67,0,20,4,-0.120000
67,0,21,2,0.760000
67,0,21,3,0.880000
67,0,21,4,0.160000
67,0,22,2,-0.760000
67,0,22,3,-0.640000
67,0,22,4,-0.320000
67,0,23,2,-1.440000
67,0,23,3,0.800000
67,0,23,4,0.720000
67,0,24,2,0.560000
67,0,24,3,0.040000
67,0,24,4,0.560000
67,0,25,2,0.560000
67,0,25,3,-0.840000
67,0,25,4,-0.400000
67,0,25,5,0.280000
67,0,26,1,0.680000
67,0,26,2,-0.160000
67,0,26,3,0.800000
67,0,26,4,-0.880000
67,0,26,6,0.360000
67,0,27,2,1.320000
67,0,27,3,0.800000
67,0,27,4,0.440000
67,0,28,2,-0.400000
67,0,28,3,-1.720000
67,0,28,4,-1.320000
67,0,29,2,-1.240000
67,0,29,3,-0.520000
67,0,29,4,1.440000
67,0,30,2,0.280000
67,0,30,3,1.680000
67,0,30,4,-0.920000
67,0,31,2,-0.400000
67,0,31,3,0.080000
67,0,31,4,1.000000
67,0,32,2,-0.280000
67,0,32,3,-0.160000
67,0,32,4,0.040000
67,0,33,2,1.000000
67,0,33,3,0.200000
67,0,33,4,-1.280000
67,0,34,2,-1.720000
67,0,34,3,-1.800000
67,0,34,4,0.280000
67,0,35,2,-1.760000
67,0,35,3,-1.400000
67,0,35,4,-0.280000
67,0,36,2,-0.440000
67,0,36,3,-0.120000
67,0,36,4,0.920000
67,0,36,5,0.760000
67,0,37,1,0.280000
67,0,37,2,0.560000
67,0,37,3,0.480000
67,0,37,4,-0.120000
67,0,37,6,-0.240000
67,0,38,2,-1.960000
67,0,38,3,-0.680000
67,0,38,4,-0.480000
67,0,39,2,-0.800000
67,0,39,3,-0.120000
